Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Arch Capital Group","ACGL","33464.34","98.61","1741123","-3.04","-3.02","9.44","61.35","-8.94","14.27","21.65","106.48","84.72","70","Finance","Insurance - Property and Casualty","24.4","3"
"Acadia Healthcare","ACHC","2565.84","28.25","1679876","-4.04","-9.91","8.85","66.36","72.98","5.04","4.14","35.61","11.68","33","Medical","Medical - Hospital","-33.44","3"
"ACI Worldwide","ACIW","5378.9","51.23","1077762","1.66","-7.13","25.19","68.22","-.75","10.38","17.86","60.18","38.47","85","Computer and Technology","Computer - Software","12.4","2"
"Axcelis Technologies","ACLS","3561.56","110.09","356817","-6.61","-12.04","-25.48","35.08","27.85","-17.57","16.12","191.6","74.12","24","Computer and Technology","Electronics - Manufacturing Machinery","10.71","3"
"ACM Research","ACMR","4708.35","70.04","878374","-5.85","-7.4","-9.62","45.96","64.4","15.24","10.69","126.89","26.83","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"Accenture","ACN","126723.78","188.09","5244273","1.73","14.48","8.79","39.81","-37.01","7.36","11.72","288.54","124.44","102","Computer and Technology","Computers - IT Services","10.66","3"
"Aclaris Therapeutics","ACRS","845.94","6.02","1922429","-4.12","9.4","38.76","89.74","79.01","-58.19","-921.5","6.53","1.81","154","Medical","Medical - Drugs","-921.5","3"
"Enact Holdings","ACT","6728.76","48.43","326059","-3.06",".67","16.82","87.82","8.3","2.83","54.85","50.04","34.93","76","Finance","Insurance - Multi line","54.51","3"
"ACV Auctions","ACVA","1193.75","6.76","4862914","-5.89","-9.76","24.42","37.6","-21.93","19.22","3.47","11.81","4.15","51","Business Services","Auction and Valuation Services","-7.88","3"
"Adamas Trust, Inc.","ADAM","875.43","9.61","809773","-1.22","3.18","9.32","86.57","18.83","50.01","73.83","10.23","6.58","236","Finance","REIT and Equity Trust","29.82","1"
"Adobe","ADBE","116384.03","286.08","4293457","5.98","16.49","19.51","57.1","-25.49","10.53","37.44","367.46","193.41","85","Computer and Technology","Computer - Software","28.69","4"
"Agree Realty","ADC","8986.41","72.5","1527276","-3.12","-6.06","-1.35","17.35","-10.67","16.42","30.3","81.92","70.22","102","Finance","REIT and Equity Trust - Retail","28.84","3"
"ADEIA INC","ADEA","2782.37","24.37","944944","-4","-9.21","-20.03","61.63","30.26","17.91","44.9","33.63","11.74","161","Business Services","Technology Services","26.05","3"
"Analog Devices","ADI","175480.55","354.52","3605212","-2.43",".07","-10.34","62.17","18.93","16.89","39.81","445.48","225.2","24","Computer and Technology","Semiconductor - Analog and Mixed","29.79","2"
"Archer Daniels Midland","ADM","39178.5","84.55","3833192","4","4.14","1.33","80.75","25.93","-6.15","2.57","87.32","56","186","Consumer Staples","Agriculture - Operations","2.16","1"
"ADMA Biologics","ADMA","2103.22","9.33","2272221","-1.68","7.44","16.5","14.01","-54.15","19.63","33.47","20.38","7.6","161","Medical","Medical - Biomedical and Genetics","32.98","3"
"Adient","ADNT","1462.53","18.25","1028740","-.05","-9.71","-15.05","12.59","-11.87","-1.04",".98","27.09","17.8","181","Auto-Tires-Trucks","Automotive - Original Equipment",".32","4"
"Automatic Data Processing","ADP","113680.71","283.49","2101258","1.11","6.07","24.92","84.44","-.92","6.74","20.44","304.1","188.79","76","Computer and Technology","Internet - Software","20.11","3"
"Adaptive Biotechnologies","ADPT","3977.13","24.34","2072512","-2.47","7.83","49.22","89.17","36.67","54.77","-24.02","26.44","12.41","161","Medical","Medical - Biomedical and Genetics","-20.73","3"
"Autodesk","ADSK","54032.77","247.69","1882917","1.62","10.15","14.88","50.92","-22.21","17.53","32.25","326.79","187.72","76","Computer and Technology","Internet - Software","21.08","3"
"ADT","ADT","5398.83","7.37","7131872","-.4","-6.22","10.8","42.74","-18.44","4.72","14.42","8.85","6.3","67","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","631.48","7.47","2055111",".52","-12.53","-51.62","4.12","-20.57","17.46","2.48","19.4","7.25","31","Computer and Technology","Communication - Components","-2.29","4"
"Aebi Schmidt Holding AG","AEBI","981.68","12.05","482584","3.6","-4.96","5.95","53.53","-10.94","40.58","1.09","15.61","9.24","40","Auto-Tires-Trucks","Automotive - Domestic","1.09","2"
"Ameren","AEE","29348.15","106.09","1402760","-1.07","-3.19","-1.06","41.58","-5.45","15.43","16.88","118.32","97.25","157","Utilities","Utility - Electric Power","17.86","3"
"Aehr Test Systems","AEHR","2585.82","76.59","2393331","-17.8","-13.56","-17.06","47.44","249.68","-15.21","1.82","145.61","19.4","30","Computer and Technology","Electronics - Measuring Instruments","-14.25","2"
"Advanced Energy Industries","AEIS","11088.37","267","581371",".8","-6.59","-9.56","53.98","17.77","21.37","16.54","389.05","145.25","9","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10.77","1"
"Agnico Eagle Mines","AEM","102957.06","193.46","3722331","-6.78","37.78","25.29","57.63","6.7","43.71","39.12","252.19","136.34","234","Basic Materials","Mining - Gold","40.44","4"
"American Eagle Outfitters","AEO","2786.74","16.58","4547949","-1.42","-6.94","-3.82","24.2","-43.83","3.16","6.08","28.19","12.94","84","Retail-Wholesale","Retail - Apparel and Shoes","5.01","2"
"American Electric Power","AEP","66650.57","122.96","3523368",".37","-4.59","-3.42","49.58","-5.44","10.93","14.19","138.69","106.44","157","Utilities","Utility - Electric Power","13.78","3"
"Aercap","AER","24353.96","144.16","970626","-1.1","-5.02","7.54","73.74","-9.59","6.5","35.97","155.24","119.82","82","Transportation","Transportation - Equipment and Leasing","37.85","1"
"Grupo Aeromexico SAB DE CV - Sponsored ADR","AERO","1979.51","14.56","316186",".69","-9.48","-8.45","20.38","-41.15","-4.61","2.85","22.91","12.36","155","Aerospace","Aerospace - Defense","3.78","4"
"AES","AES","10516.09","14.77","7293397","-.07",".2",".2","46.75","-8.45","-.37","14.52","17.28","12.51","157","Utilities","Utility - Electric Power","14.3","3"
"Atlas Energy Solutions Inc.","AESI","1637.55","12.68","3165408","10.08","19.85","-24.19","42.92","23.86","3.73","-10.56","19.75","8.1","204","Oils-Energy","Oil and Gas - Integrated - United States","-11.08","4"
"Aeva Technologies","AEVA","987.22","14.78","1921262","-4.86","-14.94","-32.18","32.19","5.02","99.44","-477.41","29.29","9.19","181","Auto-Tires-Trucks","Automotive - Original Equipment","-150.12","3"
"American Financial Group","AFG","11820.46","142.42","351198","-1.31",".44","8.76","74.89","-7.11","-1.8","12.06","148.71","124.18","70","Finance","Insurance - Property and Casualty","11.51","3"
"Aflac","AFL","58080.62","116.02","2139010","-1.99","-8.57",".53","42.75","-6.43","-9.31","21.74","129.55","105.62","222","Finance","Insurance - Accident and Health","26.91","3"
"Affirm","AFRM","24933.2","69.94","4829136","-3.16","-1.56","13.73","64.29","-10.91","31.34","45.29","92.18","42.53","76","Computer and Technology","Internet - Software","45.29","3"
"First Majestic Silver","AG","10149.01","19.86","10159689","-1.15","31.15","19.92","50.46","10.07","124.25","26.2","32.01","8.96","233","Basic Materials","Mining - Silver","21.18","3"
"Agenus","AGEN","342.61","7.99","1280720","-.78","-2.69","142.36","86.58","115.85","10.37","89.19","8.36","2.77","161","Medical","Medical - Biomedical and Genetics","69.33","4"
"Alamos Gold","AGI","15324.74","34.92","4821363","-4.46","27.56","2.06","31.93","-15.49","34.29","38.71","55.33","27.83","234","Basic Materials","Mining - Gold","52.64","3"
"Agios Pharmaceuticals","AGIO","2010.76","34.21","990818","3.19","10.28","22.74","48.99","10.2","48.03","-418.24","45.49","22.34","161","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agilon Health","AGL","1475.78","87.47","359652","-6.29","-6.61","-7.8","65.6","354.64","-2.11","-4.24","129.84","7.91","88","Medical","Medical Services","-3.92","2"
"AGNC Investment","AGNC","12720.22","10.6","15158650","-2.28",".85","6.13","41.94","-10.85","19.46","186.81","12.17","9.69","236","Finance","REIT and Equity Trust","57.94","3"
"Assured Guaranty","AGO","3285.25","74.46","381117",".69","-11.02","-.16","7.9","-25.97","27.29","49.57","92.18","73.2","76","Finance","Insurance - Multi line","37.34","3"
"Adecoagro","AGRO","1622.52","12.02","929578","1.07","20.04","-.18","52.34","27.81","-6","-.4","15.25","7.13","186","Consumer Staples","Agriculture - Operations","3.03","4"
"AdaptHealth","AHCO","762.16","5.51","4749550","-.71","-48.38","-42.07","4.53","-50.01","-.49","2.16","13.38","5.22","97","Medical","Medical - Products","-7.07","3"
"American Healthcare REIT, Inc.","AHR","12035.71","56.54","3066952","-1.74",".16","20.81","85.69","4.49","9.15","4.85","57.72","40.18","88","Finance","REIT and Equity Trust - Other","4.84","2"
"AH Realty Trust Inc","AHRT","483.36","6.41","610114","-3.71","-6.63","-4.28","55.19","-12.82","-59.74","-1.97","7.56","5.15","88","Finance","REIT and Equity Trust - Other","-18.23","4"
"C3.ai","AI","1681.96","10.34","4361271","7.02","11.2","2.08","25.71","-28.51","-35.67","-75.79","19.66","7.76","102","Computer and Technology","Computers - IT Services","-187.95","3"
"American International Group","AIG","39928.13","75.88","2958847","-1.32","-3.08","3.05","30.41","-20.5","-1.75","16.07","86.59","71.89","76","Finance","Insurance - Multi line","11.13","3"
"Albany International","AIN","1574.21","54.33","352861","-4.99","-26.21","-19.78","40.18","-2.63","-3.88","6.52","76.29","41.42","222","Industrial Products","Textile - Products","-4.18","3"
"Arteris","AIP","1075.45","20.74","720333","-3.23","-27.33","-37.95","33.22","25.72","22.27","-13.32","48.59","8.59","76","Computer and Technology","Internet - Software","-46.7","4"
"AAR","AIR","5157.7","124.48","373314","-3.97","-9.63","12.7","69.39","39.09","18.97","5.89","153.71","73.92","38","Aerospace","Aerospace - Defense Equipment","5.67","2"
"AIRO Group Holdings, Inc.","AIRO","240.46","7.3","599998","-6.16","6.72","-9.07","8.88","-17.03","4.57","-23.86","25.79","5.85","155","Aerospace","Aerospace - Defense","-23.86","3"
"Assurant","AIZ","13902.4","280.78","372958","-2.07","-.19","11.84","79.5","4.23","7.89","8.9","301.57","205.44","76","Finance","Insurance - Multi line","7.9","2"
"Arthur J. Gallagher & Co.","AJG","67189.04","262","1281485","-3.62","5.8","23.35","59.21","-9.78","22.29","20.04","310.48","192","167","Finance","Insurance - Brokerage","9.96","3"
"Akamai Technologies","AKAM","15610.5","106.46","3526719","2.8","-7.86","-23.44","41.1","10.88","5.44","23.46","161.14","71.97","177","Computer and Technology","Internet - Services","9.51","3"
"Acadia Realty Trust","AKR","2811.2","20.45","1434003","-4.08","-8.41","-7.75","43.04","-11.24","14.2","12.14","22.72","18.77","102","Finance","REIT and Equity Trust - Retail","12.14","3"
"Astera Labs, Inc.","ALAB","51521.61","279.91","4002375","7.01","-7.5","-14.25","51.39","58.99","115.13","37.35","483.02","100.27","76","Computer and Technology","Internet - Software","30.74","1"
"Albemarle","ALB","15927.14","135.54","2117401","-4.62","13.7","-9.92","43.62","-15.01","-4.37","14.73","215.62","72.58","102","Basic Materials","Chemical - Diversified ","3.09","3"
"Alcon","ALC","35642.05","71.75","1652261","-2.23","2.63","9","39.9","-18.57","4.94","14.88","87.18","62.02","101","Medical","Medical - Instruments","5.92","3"
"Allegro MicroSystems","ALGM","6757.07","35.47","1953695","1.74","-12.69","-24.78","28.73","22.39","22.77","13.38","69.62","22.8","50","Computer and Technology","Electronics - Semiconductors","1.5","4"
"Align Technology","ALGN","11443.86","154.96","839523",".09","-7.58","-7.13","48.07","-8.86",".9","19.3","197.51","124.88","78","Medical","Medical - Dental Supplies","9.99","3"
"Allegiant","ALGT","2079.04","72.41","554407","-6.84","-26.51","-7.61","29.48","-20.57","3.74","4.62","119.16","58.03","204","Transportation","Transportation - Airline",".9","3"
"Alliance Laundry Holdings Inc.","ALH","4554.26","22.26","1961403","-3.9","-13.81","-11.1","43.02",".27","13.31","13.7","28.01","19.06","187","Retail-Wholesale","Retail - Home Furnishings","10.08","2"
"Alignment Healthcare","ALHC","2779.63","13.59","4902349","-.22","-7.97","-12.7","5.26","-39.57","46.06",".89","24.56","12.78","88","Medical","Medical Services",".89","3"
"Alight","ALIT","385.5","13.82","552156","-3.77","-27.1","-2.6","6.55","-67.32","-3","9.82","78.6","9.8","76","Computer and Technology","Internet - Software","-90.9","3"
"Alaska Air Group","ALK","4605.36","40.69","2323484","-.55","-17.69","-2.15","24.07","-26.82","21.34","-.82","63.86","34.19","204","Transportation","Transportation - Airline","-1.19","3"
"Alkermes","ALKS","7883.2","47.2","1338062","-3.85","-5.13","10.69","71.32","49.57","-5.25","5.67","55.22","26.52","161","Medical","Medical - Biomedical and Genetics","3.96","3"
"Alkami Technology","ALKT","2181.62","19.44","1198710",".44","8.51","28.71","48.66","-21.25","32.89","8.23","26.53","14.59","76","Computer and Technology","Internet - Software","-9.21","4"
"Allstate","ALL","65186.78","257.87","1739113","-.92","-1.86","19.9","79.66","10.31","5.58","17.36","275.11","190","70","Finance","Insurance - Property and Casualty","18.97","1"
"Allegion","ALLE","13201.96","151.82","1392395","-4.54","-3.74","21.64","54.69","-13.16","7.82","17","179.77","125.65","67","Industrial Products","Security and Safety Services","15.36","3"
"Ally Financial","ALLY","12840.27","41.85","2867902","-.57","-4.22","-.4","55.36","-16.99","-3.26","17.86","47.25","35.96","62","Finance","Financial - Consumer Loans","16.75","3"
"Almonty Industries Inc.","ALM","5128.34","17.635","6379957","-2.63","41.72","8.21","70.85","79.94","10.56","38.43","23.42","4.14","207","Basic Materials","Mining - Miscellaneous","125.89","3"
"Alnylam Pharmaceuticals","ALNY","32206.52","246.11","1776326","1.98","9.24","-17.62","12.32","-46.09","65.19","22.7","491.22","205.48","161","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alarm.com","ALRM","2846.95","55.61","370125","-.03","3.64","28.23","92.84",".48","7.59","14.8","58.75","42.13","67","Industrial Products","Security and Safety Services","11.11","1"
"Allison Transmission Holdings","ALSN","10380.89","122.71","811798","-4.32","8.08","8.86","81.86","14.36","-6.67","16.46","136","79.27","181","Auto-Tires-Trucks","Automotive - Original Equipment","12.02","3"
"Autoliv","ALV","8877.08","119.21","512090","-1.6","-2.08","-5.47","66.57","-9.05","4.09","6.81","131.69","100.34","181","Auto-Tires-Trucks","Automotive - Original Equipment","5.79","3"
"Alvotech","ALVO","1566.37","5.24","1021895","-1.14","36.94","22.41","36.62","-9.9","19.7","-35.01","8.98","3","161","Medical","Medical - Biomedical and Genetics","-36.31","4"
"Antero Midstream","AM","10642.19","22.48","2376167","1.26","2","5.11","81.71","12.24","7.43","32.41","23.6","17.15","204","Oils-Energy","Oil and Gas - Integrated - United States","32.41","3"
"Applied Materials","AMAT","363777.13","441.85","7262109","-5.33","-11.54","-6.86","53.31","58.86","4.39","28.25","723","156.25","50","Computer and Technology","Electronics - Semiconductors","30.05","2"
"Ambarella","AMBA","3043.57","67.83","999122","-.89","-16.09",".96","44.24","-12.77","37.15","7.13","95.51","48.65","50","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ardagh Metal Packaging","AMBP","3036.35","5.06","1881489","-4.51","5.83","29.26","86.27","10.35","12","2.85","5.36","3.32","65","Industrial Products","Containers - Metal and Glass",".68","3"
"Ambiq Micro, Inc.","AMBQ","1410.2","55.94","425590","2.79","-10.17","-26.33","52.5","82.22","-4.67","-17.02","90.48","22.76","50","Computer and Technology","Electronics - Semiconductors","-37.77","2"
"Amcor","AMCR","21217.04","45.82","3713956","-4.22","-.28","21.34","66.24","-1.99","56.61","7.93","50.58","36.69","168","Industrial Products","Containers - Paper and Packaging","4.71","3"
"AMC Global Media Inc.","AMCX","519.34","12.36","609003","1.37","15.51","30.06","95.89","17.78","-4.52","1.69","12.85","6.52","157","Consumer Discretionary","Media Conglomerates","-.88","1"
"Advanced Micro Devices","AMD","768438.63","459.61","21839348","3.06","-2.87","-4","74.36","95.76","34.34","23.02","580.91","151.14","41","Computer and Technology","Computer - Integrated Systems","15.58","3"
"AMETEK","AME","53901.67","231.32","1379795","-2.95","-3.53","4.08","70.53","2.02","6.63","23.32","258.52","179.28","9","Computer and Technology","Electronics - Testing Equipment","20.04","2"
"Amgen","AMGN","232406.89","438.12","2521031","-3.15","13.46","24.34","91.92","16.97","9.95","31.9","443.84","271.18","161","Medical","Medical - Biomedical and Genetics","22.95","3"
"American Homes 4 Rent","AMH","12007.83","33.42","1992997","-4.34","-3.51","1.62","70.14","-7.61","7.03","25.53","35.82","27.38","93","Finance","REIT and Equity Trust - Residential","25.53","3"
"Amkor Technology","AMKR","11751.8","45.73","4234543","-1.25","-6.96","-30.74","33.69","6.7","6.18","7.45","93.55","23.8","50","Computer and Technology","Electronics - Semiconductors","7.45","1"
"AMN Healthcare Services","AMN","1327.66","33.54","726520","-.67","3.88","10.44","89.21","93.72","-8.49","3.97","36.6","15.1","169","Business Services","Business - Services","3.06","3"
"Ameriprise Financial","AMP","49722.98","542.64","383591","-1.43",".19","23.08","87.47",".46","7.04","21.38","570.68","430.4","91","Finance","Financial - Investment Management","20.24","2"
"Amphastar Pharmaceuticals","AMPH","958.38","22.96","438643","4.69","11.42","16.19","40.6","-25.07","-1.65","19.05","30.81","16.87","165","Medical","Medical - Generic Drugs","10.76","3"
"Amplitude","AMPL","1427.79","13.83","2207443","7.22","48.11","96.65","97.7","8.44","14.68","1.25","14.3","5.61","161","Business Services","Technology Services","-26.59","3"
"Amprius Technologies, Inc.","AMPX","1399.28","9.48","5763945",".2","-2.37","-47.53","18.46","11.53","202.11","-12.78","22.91","6.93","161","Business Services","Technology Services","-35.16","3"
"Ameresco","AMRC","1173.82","22.6","840122","5.48","-2.68","-20.32","14.6","-32.74","9.16","1.63","43.23","18.51","93","Oils-Energy","Alternative Energy - Other","1.4","3"
"Amneal Pharmaceuticals","AMRX","5579.11","17.68","1656927","-1.74","-7.32","27.42","82.95","23.49","8.05","9.98","19.1","9.54","154","Medical","Medical - Drugs","5.05","3"
"American Superconductor","AMSC","1390.77","28.56","684366","-.73","-7.36","-33.76","6.78","-11.15","34.26","48.04","66.68","25.95","48","Computer and Technology","Electronics - Miscellaneous Components","42.56","4"
"American Tower","AMT","81869.18","176.02","2121494","-1.51","1.56","-7.09","32.56","-10.87","5.11","31.08","203.85","162.11","88","Finance","REIT and Equity Trust - Other","31.08","2"
"Amerant Bancorp","AMTB","1125.14","28.43","330551","-.21","-3.24","25.54","86.53","31.06","11.65","18.25","30.58","16.7","75","Finance","Banks - Southeast","8.76","1"
"Amentum Holdings, Inc.","AMTM","4887.68","19.99","2589670","-.35","-13.76","-11.59","0","-38.61","71.59","4.22","37.53","19.99","102","Construction","Engineering - R and D Services","1.44","3"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","69235.2","22.98","3114663","-3.19","-7.69","-7.32","42.91","-.73","3.21","9.38","27.75","19.5","211","Computer and Technology","Wireless Non-US ","9.38","3"
"Amazon.com","AMZN","2801960.5","254.92","36001684","-.88","-8.54","5.93","71.55",".23","12.38","10.29","284.02","198.79","102","Retail-Wholesale","Internet - Commerce","17.44","2"
"AutoNation","AN","6653.49","204.08","334275","3.14","-6.58","8.3","44.09","-13.19","3.24","2.66","229.98","178.59","211","Retail-Wholesale","Automotive - Retail and Whole Sales","2.82","3"
"AnaptysBio","ANAB","1688.57","55.28","361582","-2.41","6.28","11.04","74.05","4.77","157.01","-11.53","70.22","19.4","161","Medical","Medical - Biomedical and Genetics","-11.53","4"
"Arista Networks","ANET","246809.08","189.26","7321902","4.01","5.84","25.12","84.31","33.01","28.6","41.92","210.5","116.13","76","Computer and Technology","Internet - Software","38.37","1"
"Abercrombie & Fitch","ANF","6357.29","140.68","2190095","27.34","31.48","79.93","93.55","1.24","6.42","8.59","148.42","65.61","84","Retail-Wholesale","Retail - Apparel and Shoes","10.03","2"
"AngioDynamics","ANGO","666.69","15.86","381315","2.28","6.33","35.21","100","11.88","9.46","-3.13","16.13","9.7","101","Medical","Medical - Instruments","-11.48","4"
"ANI Pharmaceuticals","ANIP","1682.58","71.92","418230","-1.24","-8.51","-8.59","9.75","-17.36","43.78","18.68","98.81","70.49","161","Medical","Medical - Biomedical and Genetics","11.07","3"
"Aon","AON","68202.57","326.3","838270","-10.47","-10.1","-1.33","18.15","-18.85","9.45","22.3","381.26","308.27","167","Finance","Insurance - Brokerage","22.27","3"
"Artivion","AORT","1315.93","27.09","751307",".37","-1.75","32.37","25.03","-47.3","13.59","5.74","47.63","20.1","101","Medical","Medical - Instruments","-.67","3"
"A. O. Smith","AOS","8036.27","58.49","1316332","-5.72","-2.63","3.14","13.57","-21.26",".32","13.6","80.47","55.78","78","Industrial Products","Manufacturing - Electronics","13.15","3"
"Alpha and Omega Semiconductor","AOSL","746.19","23.64","618817","-4.75","-21.64","-44.21","20.06","10.87","-2.48","-1.92","53.32","17.47","50","Computer and Technology","Electronics - Semiconductors","-6.23","2"
"APA","APA","15117.67","44.3","5660653",".44","17.03","14.58","94.54","57.12","-5.31","21.07","44.39","21.66","171","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"Artisan Partners Asset Management","APAM","3451.26","41.7","777460","-.95","1.09","22.36","65.2","-6.94","7.64","26.63","47.16","33.97","91","Finance","Financial - Investment Management","24.08","4"
"Air Products and Chemicals","APD","68912.27","305.32","927420","1.05","5.64","11.81","94.33","11.58","-.52","23.4","314.19","230.76","102","Basic Materials","Chemical - Diversified ","-.38","2"
"American Public Education","APEI","835.47","45.85","305106","-1.3","-14.11","-11.96","50.42","7.56","3.89","6.84","60.86","30.18","197","Consumer Discretionary","Schools","6.84","3"
"APi Group","APG","16962.29","39.12","2379627","-3.61","-1.48","-6.99","35.6","-8.63","12.72","15.24","49.4","33.64","169","Business Services","Business - Services","3.99","3"
"Amphenol","APH","195489.52","163.18","5612938","1.93","-2.93","10.41","73.66","4.49","51.71","19.17","176.32","108.86","33","Computer and Technology","Electronics - Connectors","17.73","2"
"Apple Hospitality REIT","APLE","3765.52","15.57","2630999","-3.86","-3.68","2.31","81.02","19.88","-1.33","12.17","17.07","11.17","88","Finance","REIT and Equity Trust - Other","12.17","2"
"Apollo Global Management","APO","80656.38","131.69","3390166","2.85","5.53","7.06","69.24","-15.97","22.73","125.39","152.7","100.3","91","Finance","Financial - Investment Management","5.22","3"
"AppLovin","APP","104431.19","311.74","6537673","4.51","-23.17","-44.64","3.1","-58.75","16.38","64.58","733.6","298.59","161","Business Services","Technology Services","64.58","3"
"AppFolio","APPF","8295.01","225.28","407424","4.05","22.18","42.03","63.49","-10.34","19.72","20.77","286.46","143.34","76","Computer and Technology","Internet - Software","15.13","2"
"Appian","APPN","3076.41","40.39","879803","9.65","55","75.81","90.01","8","17.81","8.11","45.64","18.72","76","Computer and Technology","Internet - Software","-1.34","1"
"Digital Turbine","APPS","1302.14","10","4301164",".19","19.56","15.08","68.63","91.66","15.24","13.67","14.39","2.82","76","Computer and Technology","Internet - Software","-4.46","2"
"Algonquin Power & Utilities","AQN","4357.1","5.66","3536714","-.53","-1.39","-4.07","18.01","-18.03","4.92","9.82","6.98","5.37","157","Utilities","Utility - Electric Power","5.77","3"
"Aquestive Therapeutics","AQST","641.36","5.24","3911565","6.46","34.83","30.69","47.58","-29.55","-22.61","-144.63","7.49","2.95","154","Medical","Medical - Drugs","-144.63","3"
"Antero Resources","AR","11830.25","39.81","3662457","1.53","5.48","8.33","55.89","-.55","21.97","12.58","45.15","30.03","171","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.68","3"
"Ares Capital","ARCC","14410.72","19.91","3965317",".1","4.69","6.93","51.98","-11.64","2.07","44.65","22.49","17.45","93","Finance","Financial - SBIC & Commercial Industry","30.91","3"
